0.74149,0.72255,0.83312
0.74429,0.72504,0.83554
0.74616,0.72759,0.83726
0.74766,0.73012,0.83898
0.74932,0.73257,0.84513
0.75269,0.73529,0.84454
0.75442,0.73804,0.84659
0.75601,0.74057,0.84865
0.7583,0.74314,0.8507
0.76129,0.74575,0.85277
0.76381,0.7485,0.85485
0.76612,0.75046,0.85681
0.76831,0.75223,0.85877
0.77085,0.75413,0.86134
0.77319,0.75611,0.86352
0.77503,0.75836,0.86521
0.77693,0.76077,0.867
0.77905,0.7629,0.86949
0.78123,0.76507,0.87151
0.78351,0.76751,0.87317
0.78637,0.76965,0.87496
0.78885,0.77153,0.87733
0.79033,0.77359,0.88017
0.79182,0.77587,0.88281
0.79432,0.781,0.88421
0.79656,0.78206,0.88561
0.79787,0.78312,0.8874
0.79918,0.78419,0.88953
0.80131,0.78613,0.89115
0.80435,0.7882,0.89255
0.80607,0.79037,0.89394
0.80778,0.79249,0.89553
0.81151,0.79439,0.89716
0.81341,0.79633,0.89865
0.81516,0.79861,0.89999
0.81719,0.80077,0.90133
0.81933,0.80274,0.9035
0.82117,0.80495,0.9061
0.82297,0.80751,0.90735
0.82539,0.80959,0.90861
0.82794,0.8116,0.90986
0.82997,0.81369,0.91105
0.83185,0.81577,0.91224
0.83337,0.81758,0.91343
0.8349,0.81938,0.91492
0.83963,0.82141,0.9165
0.84115,0.82347,0.91805
0.84267,0.82582,0.9195
0.84426,0.82804,0.92094
0.84588,0.82994,0.92231
0.84749,0.83183,0.92362
0.84906,0.83371,0.92492
0.85062,0.83564,0.92632
0.85264,0.83773,0.92779
0.85478,0.83994,0.92925
0.85865,0.84239,0.93065
0.86025,0.8444,0.93203
0.86175,0.84622,0.93341
0.8634,0.8481,0.9347
0.86537,0.85003,0.936
0.86728,0.852,0.9373
0.86911,0.85401,0.93898
0.87099,0.85611,0.94066
0.8731,0.8583,0.94221
0.87506,0.8604,0.94371
0.8767,0.86249,0.94522
0.87835,0.86463,0.94682
0.88018,0.86678,0.94843
0.88203,0.86874,0.94973
0.8838,0.87069,0.95086
0.88556,0.87252,0.95198
0.88736,0.87434,0.95317
0.8892,0.87646,0.95467
0.89125,0.87858,0.95617
0.89357,0.88046,0.9574
0.89514,0.88234,0.95841
0.89648,0.88423,0.95942
0.89782,0.88612,0.96043
0.89972,0.88824,0.96136
0.90173,0.89037,0.96224
0.90361,0.89246,0.96312
0.90548,0.89451,0.964
0.90673,0.89638,0.9649
0.90781,0.89988,0.96589
0.90888,0.90291,0.96687
0.91012,0.904,0.96786
0.91229,0.90508,0.96883
0.91458,0.90649,0.96976
0.91712,0.90877,0.97069
0.91882,0.91082,0.97162
0.9203,0.91266,0.97255
0.92178,0.91451,0.97327
0.92327,0.91636,0.97398
0.92475,0.91826,0.9747
0.92615,0.92025,0.97542
0.92745,0.92229,0.97614
0.92876,0.92443,0.97687
0.93022,0.92657,0.97761
0.93184,0.9287,0.97835
0.93354,0.93074,0.97908
0.93636,0.93274,0.97982
0.93877,0.93484,0.98067
0.94099,0.93699,0.98188
0.94271,0.93922,0.9831
0.9444,0.94144,0.98431
0.94633,0.94346,0.98517
0.94845,0.94567,0.98603
0.95371,0.9487,0.98689
0.95782,0.95123,0.98775
0.95935,0.95411,0.98863
0.96097,0.95851,0.98953
0.964,0.96354,0.99043
0.96632,0.96925,0.99133
0.96842,0.97417,0.99223
0.97136,0.97908,0.99306
0.97488,0.98537,0.99388
0.97868,0.98691,0.99471
0.98518,0.98973,0.99554
0.99049,0.99387,0.9977
